ID,pos_m0_1,pos_m0_2,pos_m0_3,pos_m0_4,pos_m0_5,pos_m0_6,pos_m100_1,pos_m100_2,pos_m100_3,pos_m100_4,pos_m100_5,pos_m100_6,pos_m200_1,pos_m200_2,pos_m200_3,pos_m200_4,pos_m200_5,pos_m200_6,pos_m300_1,pos_m300_2,pos_m300_3,pos_m300_4,pos_m300_5,pos_m300_6,pos_m500_1,pos_m500_2,pos_m500_3,pos_m500_4,pos_m500_5,pos_m500_6,pos_m700_1,pos_m700_2,pos_m700_3,pos_m700_4,pos_m700_5,pos_m700_6
Com_978_neg,27602996.64,32374201.82,30513247.22,33495700.2,31192742.76,26144481.97,10156333.68,11476388.29,11604080.14,11210318.02,8152647.854,9640146.731,9376802.248,9762034.382,11562790.73,8260857.151,8372079.573,11208862.71,13352117.91,12106221.87,12930221.22,12112902.71,10996351.3,11595267.71,16398382.59,14397696.84,16403992.23,15919737.82,15604633.88,13331016.05,67948090,56821499.72,65832112.44,70046258.87,65871205.43,63633460.26
Com_1124_neg,34039000.69,24035644.44,33390657.14,22399159.04,29565618.13,35078903.76,6552513.334,6357935.108,7766235.827,5703503.992,7415060.846,6138875.434,6798519.572,9409387.28,6090104.574,6404672.219,6690638.675,6824524.168,6060818.532,5189578.764,5098555.751,6278325.58,6320279.739,4507862.234,7281892.782,9262261.88,7807509.829,7362155.555,7488979.275,7246308.496,8589928.144,5901353.056,7857986.74,6925665.111,7154983.773,6133244.349
Com_1149_neg,33664670.89,38697303.7,32939750.57,38965547.66,31588136.84,27789545.81,6328706.883,5163202.309,7150654.138,6055777.398,7037623.267,7536611.902,5871863.693,5584060.807,7373453.18,5249107.557,7274874.747,6172992.624,7982721.085,7504798.777,7251502.396,4300159.67,7135981.21,8757548.282,5693421.129,7251137.671,5689795.486,5254214.914,9085850.993,4583800.123,36345987.26,38257428.17,32339298.25,30894041.15,44034627,37839607.91
Com_1249_neg,21791604.24,24397543.5,35493489.54,22445434.36,16498629.68,13708377.63,306141.748,458127.1946,339261.2548,329514.3538,218408.4875,271082.7617,549078.7082,599935.2453,503439.9296,336787.0701,567608.2271,355032.2192,342934.7399,375171.6523,323477.031,323377.0422,325554.9807,263739.5205,22593091.54,20786800.25,27238031.03,17335040.46,33583599.39,22996622.87,21770206.89,20058865.41,6519330.171,9953434.82,4871817.572,11665186.61
Com_1347_neg,24977982.58,23217452.89,29928174.82,24700267.07,24581363.2,28209207.63,17537662.34,13365429.47,16955596.19,11419541.43,15847814.79,8799442.135,14319475.43,15694908.85,15489518.98,14556365.3,11329079.03,13759237.27,13649491.97,14086099.94,12386122.55,15454403.37,13600044.95,12356625.15,13151922.59,13261905.82,14927154.99,11987679.52,14219820.13,13931383.08,14730472.66,18164557.62,13895957.72,21254258.42,13854993.85,18763112.67
Com_1357_neg,19926158.05,18255185.45,22695966.96,21398374.84,20658189.51,22868461.95,29799991.77,27347239.6,15295372.12,20567351.82,25256638.07,27173666.89,23823066.38,24429920.92,22001122.07,24700692.26,23874344.59,20798434.27,14252356.56,14466646.57,16066833.74,15898424.52,16500046.78,14796757.57,15527132.68,17375733.3,15093992.22,15419997.05,15227065.49,16182954.49,23049230.67,22857125.89,21465028.19,20755698.16,24426436.88,22851731.22
Com_1823_neg,9508853.833,8030524.401,6813300.887,8563710.486,7139944.308,8334963.765,6102305.695,6619575.185,6224987.787,6393480.873,6817823.319,3850790.71,12405257.72,11735527.04,10740353.57,8331588.043,11014138.44,11467113.68,17539082.75,17066299.95,20826305.45,21074465.83,20558122.08,18075444.55,8819696.689,9423383.848,12278360.86,10834883.7,12957054.87,10736654.51,16048502.52,14170314.56,15849612.1,15113222.26,13162357.95,15774422.44
Com_1939_neg,9521787.765,5040945.853,5527313.968,4691968.155,6325079.562,5338378.578,3204266.146,4810992.675,3688995.585,5617496.478,5723777.022,3436245.807,10969321.63,14127364.94,6285988.16,11314598.71,4779716.37,9754313.204,4948044.511,4209143.632,4249245.531,6843858.221,9370137.575,5356579.17,24847748.93,8801816.908,14605080.54,22067390.85,21124908.86,17631382.16,12073464.49,12911267.42,7813562.522,14989164.75,14875257.2,15452983.37
Com_1961_neg,10346133.77,11455355.95,9145448.974,6903083.857,7558044.989,9076125.988,8998507.838,9723765.34,9340641.371,9071123.941,9766831.722,12606734.49,12033387.82,6895125.289,10796562.07,12370189.53,12158673.77,12269962.66,11360248.6,10646092.76,9917623.688,8569858.505,10710807.46,11375070.24,24534479,19782774.14,21501045.57,15576384.61,21338657.73,19287431.62,18518124.12,14913875.17,18297905.99,20627463.46,18680717.9,13039283.56
Com_2215_neg,13571834.5,8352297.465,17597352.39,7660928.043,10713847.68,13640364.78,3746351.999,3961753.287,5346038.054,2926853.302,5499918.112,4019094.711,2731269.356,3394328.628,3148925.359,2211180.283,3228550.743,2794292.291,3974759.785,3612476.086,3335123.466,5199121.446,3549983.507,3242597.917,2352681.137,2743517.681,2628030.687,2998936.248,2243001.963,3025647.18,2600913.054,2535388.36,3043905.054,3070943.308,2490843.54,3187058.25
Com_2362_neg,9434605.898,7032924.784,6388539.043,5946285.717,6705631.067,6915404.018,7600258.398,7694386.956,8644823.594,7672829.136,10352889.89,10331883.83,9641791.804,11005281.48,9106789.571,12213543.22,12382588.86,14138229.35,5785520.094,6208479.217,5304847.19,5735251.893,6702148.179,7381849.093,11084054.46,10184941.67,8605744.806,8823295.834,10475743.61,9434375.05,8100178.2,8848012.499,9655634.379,10676782.58,8339631.374,6882355.345
Com_2413_neg,8571226.889,9288226.529,9026856.548,8977709.879,9269360.533,7397191.696,3493165.213,4043744.365,4850480.317,3193058.503,3119740.053,4421190.662,5423007.2,6002859.824,5936344.066,6349468.16,5285625.504,5534357.472,8075872.171,7634226.621,7131985.245,8281347.556,8809087.698,7615759.84,11996941.95,12254994.2,11031617.59,14596196.48,14099817.04,13026474.56,18995762.19,19671308.48,19367070.68,20397769.31,24356792.72,21162407.12
Com_2478_neg,10266744.66,8733518.983,9411353.534,8521575.051,10042625.59,9235470.953,9859784.806,9979210.854,11730356.56,8424193.39,11504026.1,9577312.601,12373135.06,14230854.44,12157304.3,12209110.61,13040449.33,12754125.3,11023051.67,13066412.89,12192732.22,12949194.9,13908871.47,12762164.96,18185854.47,12809349.07,13554083.03,15875132.06,14698716.82,14489705,17007861.68,16651633.78,17689609.81,18806703.15,20272996.62,18612933.89
Com_3153_neg,7650586.51,6452433.125,10135424.01,4533061.833,7040125.387,9884013.945,2142711.372,2151363.731,2065267.702,2234426.86,2101870.08,2014262.862,2170182.666,2009263.409,1609621.211,1618530.699,1951113.408,1643375.107,1496982.526,1672183.478,1663670.158,1630331.207,1900128.513,1398332.384,6938241.467,6145054.143,5908574.728,6916753.912,6002069.673,5672911.317,5475926.174,4880437.527,4503847.79,4413446.042,4246769.14,4330223.151
Com_3283_neg,3478813.435,4050317.577,3775912.985,3936306.336,4391828.876,4533758.227,3581793.464,2275614.298,3528419.108,2447048.065,2508971.143,2377083.88,1820089.123,2038181.507,1784391.23,1808955.651,1976952.116,2232061.414,3371332.677,4035480.031,3465330.553,4467492.315,4355817.09,3609794.619,4049804.57,4185582.281,4672855.124,4908320.566,4059705.885,3797767.297,12539116.51,12144759.23,11211623.21,12345275.46,9670577.271,14624479.8
Com_4079_neg,3785542.461,2866929.351,3213043.685,2569373.607,3209647.368,3634831.256,3956063.967,4645285.818,4082044.578,3989762.793,5475133.505,5497099.051,5780694.655,5637678.428,5733146.531,7012391.838,5871987.805,5674146.624,3796491.894,2818555.681,2881718.238,2697988.439,2671012.537,3127236.112,4194355.493,3209812.786,3379563.294,4914408.863,4806152.699,3699867.834,3741920.691,2886649.685,3019702.711,3407489.16,2769570.676,2857155.407
Com_4087_neg,4338194.869,4529017.196,5250014.934,3619018.684,3158890.299,3772097.581,1210021.754,1561462.299,1608472.466,1371871.705,1436730.3,1213853.444,1293628.438,1255600.436,1217535.588,1124959.799,1464106.263,1497638.248,2350168.665,1988337.681,2555828.61,2381637.093,2539610.939,2172296.054,9060955.981,6743512.429,6355576.751,9546634.325,7409679.637,6495495.832,4432036.107,6394060.665,4826685.704,4689367.709,4716516.106,5057787.638
Com_682_neg,20056834.82,16253778.7,21808809.14,17765433.03,24260482.45,17201044.06,17839840.63,18621185.26,19006552.73,25994039.07,30351663.33,34793422.46,45406909.62,20922614.69,31954120.07,38938669.07,34021166.96,31279942.98,19095106.27,18494051.51,16535391.9,22286193.02,19528906.34,24299190.4,48316256.1,48312811.98,47173323.65,60428382.82,87064690,46364117.87,34400590.12,34267075.45,27925459.65,31202177.8,35430995.54,41164599.2
Com_148_neg,172086423.2,153799370.6,204046212.4,229456960.5,208099487.1,177672644.2,243067062.2,230015080.6,180318956.9,222342176.2,190337072.9,128347298.1,198935918.9,222572570.4,191620172.4,142829170,170562986.9,136550467.4,291742954.1,279442623.9,304476011.2,337118769.1,274216463.2,250783778.1,86294171.3,104311624.7,103707300.1,113515275.3,82477803.43,99029810.91,112566613.4,108751430.7,90987405.31,83173284.04,96568769.86,151847605.8
Com_242_neg,96678139.95,155871362.3,142932763.9,116177653.1,164487220.1,113304459.6,171736123.3,180307086.8,151561548.6,158197286.8,172391350.8,186566203.7,84010018.01,88460371.76,67033178.18,100489371.5,126389656.1,86787452.36,72167354.23,87694930.58,90635415.93,95559627.15,119220676.6,107064055.7,79968355.04,73638172.24,132114652.6,92844569.02,70525182.83,76856141,83360733.7,126117552.9,94880073.97,140908591,99679802.05,64597328.14
Com_5_neg,6161772471,7217750285,6994518891,7512048613,6494226944,6380168802,7984411762,8056846570,7610781590,8225545794,6797513239,7812425465,8267028966,8028110597,8208940615,7018525981,6545464511,7189263194,5980732801,5792439030,5651173729,5459445515,5459798485,5231566542,8834645146,6530856641,6786889494,6496387533,5650594071,6310426087,6066870353,6367790808,6100505613,5738038403,6342479699,7828693205
Com_43_neg,1144562027,1007581627,1248766156,1164796752,1075323659,760480944,989907683.6,904929364.7,1112579190,983598067.8,894635000.1,1057947374,502340905.8,583627276.7,446200483.8,537185862.7,518323711.5,569485352.4,395589347.9,430430784.9,469136413,429034560.9,398353350.3,431710767.9,382000603.6,423084734.9,401759857.9,399885038.5,358337688.5,369748148.6,297074492,329289759.1,301567179.5,273356973.4,311725085.8,325810725
Com_59_neg,311367431.5,291059535.9,334913018.6,257860362,294113901,376909105.2,405167424,452884339.6,476019813.1,545225266.3,477612240.6,463271924.3,786902986.5,917070172.5,779484956.4,865122884.8,837402279.4,711050413.9,357031197,352790941.4,302573118.7,448388888.4,390286574.7,457638731,342250942.4,418491029.2,337971369.5,702629955.6,197255937.3,456561648.1,20859610.58,4340287.085,8469083.934,3404237.234,5701009.854,50075436.06
Com_68_neg,399321612.4,285161554.6,263886054.2,217259579.1,308653961,388164086.4,591794151.1,609646981.4,730954560,584696699.2,653678116.8,713327992.3,605237454.2,537821963.9,569122736.5,682433796.1,590366699.6,762845354.5,315754146.8,387743283.9,286350071.4,287104670.4,354845534.8,541384350.3,738016145,564208690.5,520793300.8,690009634.7,673296006.6,608000799,395584605.5,327596487.2,408335856.5,408233034.1,409262557.3,419915574.6
Com_85_neg,275667458.8,259083955.4,262192532.4,311258825.2,278761652.5,270240301.8,191296186.1,198112765.5,201705459.6,177353728.9,195061764.2,173247701.9,633826119.2,613342816.5,542746303.3,547521007.5,590522405.3,535268590.5,314476457.1,289093785.2,287646104.2,382859842.7,378074696.8,299107819.1,108629490.4,106781248.2,121431374.7,154547512.2,191023418.3,109377276.2,107200160,74757719.68,109985035.7,100490358.7,125086831.8,194007647.8
Com_92_neg,194917351.9,166763699.2,195418629.2,149821929.2,138349790.9,160419434.3,319687483.8,264335952.6,411153397.5,283061212.1,290282282.6,285630524.1,518299620.8,553420694.4,425338738.6,475410295.7,499547991,420839618.1,216708886.5,219942032.3,189791156,253112973.4,241174364,237313084.3,109023792.7,295989106.3,156137887.9,420817299.5,60956864.47,231913904,12857978.37,1711757.915,1355973.721,406550.0811,618903.9921,18861157.91
Com_107_neg,216340095.2,267374886.4,262532447.1,223507473.9,335198252.7,310497480.7,263371270,274247902.1,226776637.2,290610884.3,418717720.1,249287940.8,255643386.4,174815018.4,220698217.5,158074420,237481642.1,246271002.4,193831176.3,258870278.9,289422815.5,338510362.5,314615551.4,313911198,145035691.7,158883962.3,159890559.4,163522512,219524670,197569216.6,226992531.2,138389117.2,227039219.2,208781220.3,227395681.5,245299966.8
Com_134_neg,220432856.7,186781685.6,204621395.4,248489418.8,247819395.9,220670152.1,250180044.2,240990931.6,268029519.2,238906146.8,244450046.5,256620733.5,226211434.1,220692706.9,223946644.5,225163736.8,204892449.2,213848881.6,191064475.2,188570456.2,181243117.7,181604006.9,192679436.7,184410069.7,301037399.9,386379597.1,327775557,295404270.5,358206651.8,369873973,496572839.4,486286857.3,573570373.1,403091027.5,548827073,491765323.2
Com_165_neg,166095897.5,178522356.9,223512671.2,157474647.7,261504675.9,205935422.7,196209684.6,117164443.9,119112092.6,96441582.04,129197254.4,123288643.6,102139788.1,96991984.59,83286102.1,137233150.5,166972925.5,77305369.9,65838501.46,83070079.04,75947329.55,91375749.01,76402707.08,9120081.293,65477936.08,72838236.78,113565151.9,95071921.22,54586981.25,120732857.7,66825583.81,99748789.92,69847721.15,85183874.59,75324062.74,61169041.79
Com_193_neg,114071233.5,118758260.3,100244509.9,64073466.42,81614148.95,87118163.9,148129562.1,151451471,150989668.6,123003669.5,139349644.7,178736435,132169739.3,132667565.7,123393018,209511650,162777398.9,203077516.2,150248507.6,170276321.7,161380484.4,117531501,172548243.9,184925553.7,337990414.6,200350122.6,238361872.2,219244588,333880782.2,253313450.6,107519264.1,112748674.2,134258081.1,99207475.06,91892302.31,97705709.63
Com_228_neg,68653271.74,75846118.42,69866649.92,60233347.85,55201434.42,71423008.33,115275024.4,113411349.1,163947371.7,112834855.5,132944957.7,133379406.3,150330514.3,152074511.6,159575752.7,159216735.4,143459561.6,148837682.7,112303711,119285897.9,138212446.3,134674952.4,120454157.7,150100270.3,160208264.8,169442051.4,165714249.5,259227000.5,186139718.1,166700112.4,44078933.16,54212048.01,70897422.92,87417777.9,63193157.77,77074326.87
Com_281_neg,137709599.6,81725777.92,65964980.85,80663967.27,139570594,92117023.89,121404192.3,112843521.5,101014693.4,100857251.3,94664036.25,74625924.03,99028503.28,123299113.9,102016344.4,110348790.4,73891445.13,94048691.9,65008762.36,98431170.76,129309779,89118029.87,121814016.8,122410777,49553258.92,45057070.94,65328756.61,53856883.88,78512155.76,50508224.82,75033873.35,94185386.75,60915963.34,7160759.99,57735549.91,78387805.51
Com_283_neg,109328887.3,84724890.93,103590811.8,101977543.3,121522275.7,113995486,130136092.1,127352015.1,141172129.1,115237585.8,141314956.8,124208007.6,139517526.8,150713112.9,133748682.3,142139613.8,130010495.8,143623705.1,82953395.58,83432839.42,96197124.44,103798916.6,105827974.3,95485915.24,137418201.7,133577987.1,131188290.5,142366790.7,145019034.1,127020005.3,203566781,200035606,182271797,216013049.1,190647670.8,211686341.1
Com_323_neg,100779115.4,91007405.94,107246358.7,85932506.97,92727713.62,89913695.73,89468097.27,73346745.6,98524100.31,66853958,95091253.41,76846421.13,122338357.7,110691839.8,115916753.8,127539738,121932242.2,126260478.2,71854934.11,77485015.67,83032676.49,85707973.66,89378699.82,84505082.41,91371290.59,60394123.08,85675071.8,18864283.92,122139870.3,105057601.8,140386181.6,118513682.3,127685202.7,114444645.3,105814356.2,109836045.3
Com_327_neg,126950562,136784149.1,117609713.6,131925884.9,76575623.18,126071813.8,56430836.46,59253033.07,54946012.34,41238771.25,57998089.79,62792078.81,100360671.2,84674836.44,97928061.67,88352702.48,101948963.6,103981368.5,22781280.17,50816095.87,42651153.21,101839646.3,41137360.21,45474850.94,72102585.01,71715596.54,68227315.56,61555948.53,68013117.08,62542321.49,82941523.99,41767388.62,94631556.18,88227763.75,111802941.5,45523394.29
Com_340_neg,82043471.93,71647511.74,91825507.53,91190898.11,93480410.35,71702881.58,100547803.4,79072186.2,73274967.97,70849595.76,87258674.87,63379013.88,74935368.88,81700854.84,65788621.08,72370961.97,69472302.6,61815015.85,82621072.06,80010599.23,73314804.18,130553177.1,91901737.1,89129780.38,64559576.07,58005475.68,53138775.82,53975888.03,74705699.99,54391945.7,76715618.39,83930273.88,73093111.49,78882745.1,60556394.76,61518631.44
Com_343_neg,24496492.98,19728469.5,26600925.37,20450582.68,29461292.8,28802318.03,57509878.29,60057567.25,86526949.39,64960991.43,62734208.31,67334949.76,68613725.83,66608820.62,73377731.39,75674645.18,85674833.04,80841001.43,62891035.76,68274126.35,73423123.01,87849014.15,64970304.3,64606764.12,165586560.9,133227297,127189795.3,143909795.4,141188097.9,121738739.3,55968685.16,48806783.14,47882512.57,56857160.43,48399670.9,56450301.77
Com_347_neg,117934896,69290525.1,117077964.3,101490497.6,88091552.46,115497241.1,67279686.46,67409722.56,70250702.75,63873400.84,67912189.57,70502770.38,47907682.69,53170266.99,51053883.69,49866932.25,46034000.49,47806214.47,38418703.26,38155180.81,41024845.78,42483725.01,40721742.27,37170373.3,29194962.43,31928517.4,34658399.75,32049884.32,32061766.68,31052428.24,37052009.29,35112018.98,31383145.31,29888536.31,34660574.87,37232692.2
Com_381_neg,108829653.3,98817653.3,78512636.06,71850735.35,81839182.2,82466502.08,83410817.67,87111649.26,66365251.44,59429659.11,83412820.86,89472932.32,79927693.95,91119061.65,78839990.63,86178376.92,82539257.06,92019422.47,42407168.17,54352538.05,46011002.94,62859380.82,57005776.71,55240227.89,50412215.94,43964454.2,34155047.01,53250195.61,48204368.42,49404555.82,52902316.29,31613935.89,50986819.65,29979790.23,55414233.53,50127492.19
Com_385_neg,42469466.6,43513678.02,38459493.05,32455039.66,34356371.96,39154637.97,79100803.51,86876809.23,106194068.4,76936049.58,91344690.17,100974653.4,78492406.78,85095208.98,73359085.9,94417939.47,95174687.54,87912001.5,64771601.42,80875259.57,75207588.55,74851815.32,79457139.2,81772697.18,123708615.8,101969250.1,106986138.6,145679327.2,117546643.3,114386476.6,54089409.77,63587284.17,64133794.99,94287482.32,62693347.18,73408560.1
Com_387_neg,19095455.41,20379599.85,22375478.65,17747387.64,24116856.56,23625922.64,42962975.33,43034682.2,51519917.67,42631855.9,44535655.97,39001933.81,42316114.14,45126204.91,47050287.74,43245530.03,50805197.22,45750610.64,31159531.98,36346176.88,37533390.29,51453804.67,37207565.35,36368969.54,108968510,111825739.5,96446964.85,144940751.9,93668079.53,95114375.98,29566061,30014338.06,27762951.62,45393232.4,27926291.48,34323493.42
Com_423_neg,40165310.95,34937256.11,44179107.08,36841455.05,41329827.18,37698362.03,95426623.41,96092817.45,95004750.34,75395742.92,85259151.61,75505005.5,66088706.34,64489015.4,64945101.86,83651337.03,67701033.74,76766388.23,76603755.1,86020648.94,87370892.72,74726344.82,84029238.61,96304278.82,125158878.2,102783540.6,97973784.29,126977460.3,127355944.4,65025455.04,62937736.14,61043333.81,61830982.75,64150253.17,59177368.12,65158353.58
Com_439_neg,185882.7218,623920.2602,109445443,1090065.951,1597129.157,138882.5389,144608.5913,142218.9234,135381.0025,139896.1595,132398.8207,135619.6383,138723.434,141672.971,144055.4481,133196.6249,127714.9894,124164.3299,152391.6948,128963.2198,132743.7601,136913.2114,1739281.021,117950.9444,154348.6508,169916.8009,164958.4612,148036.3975,150092.7983,144853.6813,169609.4449,176836.0042,174889.1475,182332.2629,178003.505,169257.194
Com_448_neg,83662347.76,76419158.48,73982040.66,73193255.75,83282654.48,88515307.46,83657287.99,91619001.78,94903585.56,83377332.45,88694400.61,84656328.63,76261007.87,78690592.68,72756753.12,66029528.32,66414416.25,71859743.67,64515043.76,65615355.69,71746219.38,80044179,69331937.05,63664243.47,81768009.48,80199768.86,84885674.07,86827597.7,87918296.33,77644892.66,128540288.9,120470556.8,114904155.7,111804465.2,111104030.5,109207875.4
Com_463_neg,42615488.03,40053782.34,43778232.3,31663668.79,31116213.53,38980565.26,54971355.52,65798580.2,51256469.11,56932295.1,51463408.12,67020016.83,63423782.41,56788809.32,61249734.72,82418499.82,65804232.36,73445270.25,55141118.58,57900963.51,56163119.82,42576114.8,52862169.68,57145241.32,123081719.9,93400632.53,105975918.7,90752638.33,122403053.1,112482517.9,47353754.73,33571962.85,47091625.56,43054623.29,47613805.36,34567129.81
Com_487_neg,53428597.72,56882479.09,62099696.19,63446235.68,49660217.57,86109923.05,30861261.1,31863396.47,30714193.11,31576732.7,26416486.96,28139486.28,48126218.99,46843363.23,43703119.8,41321841.88,44454909.4,44618093.77,72982118.37,67899485.67,68206419.56,62667389.92,62663245.17,60649814.03,39310981.9,45561210.55,47380059.71,45199487.48,48901772.94,41787941.85,75943981.59,59645171.52,58150568.52,69986692.45,60411417.76,57049560.8
Com_490_neg,55216649.38,48470938.37,52316218.94,51188427.58,80864674.91,54458930.58,50736761.25,49467851.21,74722592.36,46930507.4,51044674.68,49072968.65,42698406.49,48239182.12,58999057.99,43207718.11,58299954.99,38389703.45,46220188.85,44707478.29,49536296.26,50424575.63,54187587.77,50276642.76,52791610.19,48605912.84,51773111.69,50851485.84,56692918.18,52112586.88,64262070.28,83271957.1,60538296.64,86004811.32,58615680.66,60067265.51
